period,result_id,outcome_status,human_minutes
proposed,p-0555,ready_to_use,4
proposed,p-0556,ready_to_use,4
proposed,p-0557,ready_to_use,4
proposed,p-0558,ready_to_use,4
proposed,p-0559,ready_to_use,4
proposed,p-0560,ready_to_use,4
proposed,p-0561,ready_to_use,4
proposed,p-0562,ready_to_use,4
proposed,p-0563,ready_to_use,4
proposed,p-0564,ready_to_use,4
proposed,p-0565,ready_to_use,4
proposed,p-0566,ready_to_use,4
proposed,p-0567,ready_to_use,4
proposed,p-0568,ready_to_use,4
proposed,p-0569,ready_to_use,4
proposed,p-0570,ready_to_use,4
proposed,p-0571,ready_to_use,4
proposed,p-0572,ready_to_use,4
proposed,p-0573,ready_to_use,4
proposed,p-0574,ready_to_use,4
proposed,p-0575,ready_to_use,4
proposed,p-0576,ready_to_use,4
proposed,p-0577,ready_to_use,4
proposed,p-0578,ready_to_use,4
proposed,p-0579,ready_to_use,4
proposed,p-0580,ready_to_use,4
proposed,p-0581,ready_to_use,4
proposed,p-0582,ready_to_use,4
proposed,p-0583,ready_to_use,4
proposed,p-0584,ready_to_use,4
proposed,p-0585,ready_to_use,4
proposed,p-0586,ready_to_use,4
proposed,p-0587,ready_to_use,4
proposed,p-0588,ready_to_use,4
proposed,p-0589,ready_to_use,4
proposed,p-0590,ready_to_use,4
proposed,p-0591,ready_to_use,4
proposed,p-0592,ready_to_use,4
proposed,p-0593,ready_to_use,4
proposed,p-0594,ready_to_use,4
proposed,p-0595,ready_to_use,4
proposed,p-0596,ready_to_use,4
proposed,p-0597,ready_to_use,4
proposed,p-0598,ready_to_use,4
proposed,p-0599,ready_to_use,4
proposed,p-0600,ready_to_use,4
proposed,p-0601,ready_to_use,4
proposed,p-0602,ready_to_use,4
proposed,p-0603,ready_to_use,4
proposed,p-0604,ready_to_use,4
proposed,p-0605,ready_to_use,4
proposed,p-0606,ready_to_use,4
proposed,p-0607,ready_to_use,4
proposed,p-0608,ready_to_use,4
proposed,p-0609,ready_to_use,4
proposed,p-0610,ready_to_use,4
proposed,p-0611,ready_to_use,4
proposed,p-0612,ready_to_use,4
proposed,p-0613,ready_to_use,4
proposed,p-0614,ready_to_use,4
proposed,p-0615,ready_to_use,4
proposed,p-0616,ready_to_use,4
proposed,p-0617,ready_to_use,4
proposed,p-0618,ready_to_use,4
proposed,p-0619,ready_to_use,4
proposed,p-0620,ready_to_use,4
proposed,p-0621,ready_to_use,4
proposed,p-0622,ready_to_use,4
proposed,p-0623,ready_to_use,4
proposed,p-0624,ready_to_use,4
proposed,p-0625,ready_to_use,4
proposed,p-0626,ready_to_use,4
proposed,p-0627,ready_to_use,4
proposed,p-0628,ready_to_use,4
proposed,p-0629,ready_to_use,4
proposed,p-0630,ready_to_use,4
proposed,p-0631,ready_to_use,4
proposed,p-0632,ready_to_use,4
proposed,p-0633,ready_to_use,4
proposed,p-0634,ready_to_use,4
proposed,p-0635,ready_to_use,4
proposed,p-0636,ready_to_use,4
proposed,p-0637,ready_to_use,4
proposed,p-0638,ready_to_use,4
proposed,p-0639,ready_to_use,4
proposed,p-0640,ready_to_use,4
proposed,p-0641,ready_to_use,4
proposed,p-0642,ready_to_use,4
proposed,p-0643,ready_to_use,4
proposed,p-0644,ready_to_use,4
proposed,p-0645,ready_to_use,4
proposed,p-0646,ready_to_use,4
proposed,p-0647,ready_to_use,4
proposed,p-0648,ready_to_use,4
proposed,p-0649,ready_to_use,4
proposed,p-0650,ready_to_use,4
proposed,p-0651,ready_to_use,4
proposed,p-0652,ready_to_use,4
proposed,p-0653,ready_to_use,4
proposed,p-0654,ready_to_use,4
proposed,p-0655,ready_to_use,4
proposed,p-0656,ready_to_use,4
proposed,p-0657,ready_to_use,4
proposed,p-0658,ready_to_use,4
proposed,p-0659,ready_to_use,4
proposed,p-0660,ready_to_use,4
proposed,p-0661,ready_to_use,4
proposed,p-0662,ready_to_use,4
proposed,p-0663,ready_to_use,4
proposed,p-0664,ready_to_use,4
proposed,p-0665,ready_to_use,4
proposed,p-0666,ready_to_use,4
proposed,p-0667,ready_to_use,4
proposed,p-0668,ready_to_use,4
proposed,p-0669,ready_to_use,4
proposed,p-0670,ready_to_use,4
proposed,p-0671,ready_to_use,4
proposed,p-0672,ready_to_use,4
proposed,p-0673,ready_to_use,4
proposed,p-0674,ready_to_use,4
proposed,p-0675,ready_to_use,4
proposed,p-0676,ready_to_use,4
proposed,p-0677,ready_to_use,4
proposed,p-0678,ready_to_use,4
proposed,p-0679,ready_to_use,4
proposed,p-0680,ready_to_use,4
proposed,p-0681,ready_to_use,4
proposed,p-0682,ready_to_use,4
proposed,p-0683,ready_to_use,4
proposed,p-0684,ready_to_use,4
proposed,p-0685,ready_to_use,4
proposed,p-0686,ready_to_use,4
proposed,p-0687,ready_to_use,4
proposed,p-0688,ready_to_use,4
proposed,p-0689,ready_to_use,4
proposed,p-0690,ready_to_use,4
proposed,p-0691,ready_to_use,4
proposed,p-0692,ready_to_use,4
proposed,p-0693,ready_to_use,4
proposed,p-0694,ready_to_use,4
proposed,p-0695,ready_to_use,4
proposed,p-0696,ready_to_use,4
proposed,p-0697,ready_to_use,4
proposed,p-0698,ready_to_use,4
proposed,p-0699,ready_to_use,4
proposed,p-0700,ready_to_use,4
proposed,p-0701,ready_to_use,4
proposed,p-0702,ready_to_use,4
proposed,p-0703,ready_to_use,4
proposed,p-0704,ready_to_use,4
proposed,p-0705,ready_to_use,4
proposed,p-0706,ready_to_use,4
proposed,p-0707,ready_to_use,4
proposed,p-0708,ready_to_use,4
proposed,p-0709,ready_to_use,4
proposed,p-0710,ready_to_use,4
proposed,p-0711,ready_to_use,4
proposed,p-0712,ready_to_use,4
proposed,p-0713,ready_to_use,4
proposed,p-0714,ready_to_use,4
proposed,p-0715,ready_to_use,4
proposed,p-0716,ready_to_use,4
proposed,p-0717,ready_to_use,4
proposed,p-0718,ready_to_use,4
proposed,p-0719,ready_to_use,4
proposed,p-0720,ready_to_use,4
proposed,p-0721,ready_to_use,4
proposed,p-0722,ready_to_use,4
proposed,p-0723,ready_to_use,4
proposed,p-0724,ready_to_use,4
proposed,p-0725,ready_to_use,4
proposed,p-0726,ready_to_use,4
proposed,p-0727,ready_to_use,4
proposed,p-0728,ready_to_use,4
proposed,p-0729,ready_to_use,4
proposed,p-0730,ready_to_use,4
proposed,p-0731,ready_to_use,4
proposed,p-0732,ready_to_use,4
proposed,p-0733,ready_to_use,4
proposed,p-0734,ready_to_use,4
proposed,p-0735,ready_to_use,4
proposed,p-0736,ready_to_use,4
proposed,p-0737,ready_to_use,4
proposed,p-0738,ready_to_use,4
proposed,p-0739,ready_to_use,4
proposed,p-0740,ready_to_use,4
proposed,p-0741,ready_to_use,4
proposed,p-0742,ready_to_use,4
proposed,p-0743,ready_to_use,4
proposed,p-0744,ready_to_use,4
proposed,p-0745,ready_to_use,4
proposed,p-0746,ready_to_use,4
proposed,p-0747,ready_to_use,4
proposed,p-0748,ready_to_use,4
proposed,p-0749,ready_to_use,4
proposed,p-0750,ready_to_use,4
proposed,p-0751,needs_correction,60
proposed,p-0752,needs_correction,60
proposed,p-0753,needs_correction,60
proposed,p-0754,needs_correction,60
proposed,p-0755,needs_correction,60
proposed,p-0756,needs_correction,60
proposed,p-0757,needs_correction,60
proposed,p-0758,needs_correction,60
proposed,p-0759,needs_correction,60
proposed,p-0760,needs_correction,60
proposed,p-0761,needs_correction,60
proposed,p-0762,needs_correction,60
proposed,p-0763,needs_correction,60
proposed,p-0764,needs_correction,60
proposed,p-0765,needs_correction,60
proposed,p-0766,needs_correction,60
proposed,p-0767,needs_correction,60
proposed,p-0768,needs_correction,60
proposed,p-0769,needs_correction,60
proposed,p-0770,needs_correction,60
proposed,p-0771,needs_correction,60
proposed,p-0772,needs_correction,60
proposed,p-0773,needs_correction,60
proposed,p-0774,needs_correction,60
proposed,p-0775,needs_correction,60
proposed,p-0776,needs_correction,60
proposed,p-0777,needs_correction,60
proposed,p-0778,needs_correction,60
proposed,p-0779,needs_correction,60
proposed,p-0780,needs_correction,60
proposed,p-0781,needs_correction,60
proposed,p-0782,needs_correction,60
proposed,p-0783,needs_correction,60
proposed,p-0784,needs_correction,60
proposed,p-0785,needs_correction,60
proposed,p-0786,needs_correction,60
proposed,p-0787,needs_correction,60
proposed,p-0788,needs_correction,60
proposed,p-0789,needs_correction,60
proposed,p-0790,needs_correction,60
proposed,p-0791,needs_correction,60
proposed,p-0792,needs_correction,60
proposed,p-0793,needs_correction,60
proposed,p-0794,needs_correction,60
proposed,p-0795,needs_correction,60
proposed,p-0796,needs_correction,60
proposed,p-0797,needs_correction,60
proposed,p-0798,needs_correction,60
proposed,p-0799,needs_correction,60
proposed,p-0800,needs_correction,60
proposed,p-0801,needs_correction,60
proposed,p-0802,needs_correction,60
proposed,p-0803,needs_correction,60
proposed,p-0804,needs_correction,60
proposed,p-0805,needs_correction,60
proposed,p-0806,needs_correction,60
proposed,p-0807,needs_correction,60
proposed,p-0808,needs_correction,60
proposed,p-0809,needs_correction,60
proposed,p-0810,needs_correction,60
proposed,p-0811,needs_correction,60
proposed,p-0812,needs_correction,60
proposed,p-0813,needs_correction,60
proposed,p-0814,needs_correction,60
proposed,p-0815,needs_correction,60
proposed,p-0816,needs_correction,60
proposed,p-0817,needs_correction,60
proposed,p-0818,needs_correction,60
proposed,p-0819,needs_correction,60
proposed,p-0820,needs_correction,60
proposed,p-0821,needs_correction,60
proposed,p-0822,needs_correction,60
proposed,p-0823,needs_correction,60
proposed,p-0824,needs_correction,60
proposed,p-0825,needs_correction,60
proposed,p-0826,needs_correction,60
proposed,p-0827,needs_correction,60
proposed,p-0828,needs_correction,60
proposed,p-0829,needs_correction,60
proposed,p-0830,needs_correction,60
proposed,p-0831,needs_correction,60
proposed,p-0832,needs_correction,60
proposed,p-0833,needs_correction,60
proposed,p-0834,needs_correction,60
proposed,p-0835,needs_correction,60
proposed,p-0836,needs_correction,60
proposed,p-0837,needs_correction,60
proposed,p-0838,needs_correction,60
proposed,p-0839,needs_correction,60
proposed,p-0840,needs_correction,60
proposed,p-0841,needs_correction,60
proposed,p-0842,needs_correction,60
proposed,p-0843,needs_correction,60
proposed,p-0844,needs_correction,60
proposed,p-0845,needs_correction,60
proposed,p-0846,needs_correction,60
proposed,p-0847,needs_correction,60
proposed,p-0848,needs_correction,60
proposed,p-0849,needs_correction,60
proposed,p-0850,needs_correction,60
proposed,p-0851,needs_correction,60
proposed,p-0852,needs_correction,60
proposed,p-0853,needs_correction,60
proposed,p-0854,needs_correction,60
proposed,p-0855,needs_correction,60
proposed,p-0856,needs_correction,60
proposed,p-0857,needs_correction,60
proposed,p-0858,needs_correction,60
proposed,p-0859,needs_correction,60
proposed,p-0860,needs_correction,60
proposed,p-0861,needs_correction,60
proposed,p-0862,needs_correction,60
proposed,p-0863,needs_correction,60
proposed,p-0864,needs_correction,60
proposed,p-0865,needs_correction,60
proposed,p-0866,needs_correction,60
proposed,p-0867,needs_correction,60
proposed,p-0868,needs_correction,60
proposed,p-0869,needs_correction,60
proposed,p-0870,needs_correction,60
proposed,p-0871,needs_correction,60
proposed,p-0872,needs_correction,60
proposed,p-0873,needs_correction,60
proposed,p-0874,needs_correction,60
proposed,p-0875,needs_correction,60
proposed,p-0876,needs_correction,60
proposed,p-0877,needs_correction,60
proposed,p-0878,needs_correction,60
proposed,p-0879,needs_correction,60
proposed,p-0880,needs_correction,60
proposed,p-0881,needs_correction,60
proposed,p-0882,needs_correction,60
proposed,p-0883,needs_correction,60
proposed,p-0884,needs_correction,60
proposed,p-0885,needs_correction,60
proposed,p-0886,needs_correction,60
proposed,p-0887,needs_correction,60
proposed,p-0888,needs_correction,60
proposed,p-0889,needs_correction,60
proposed,p-0890,needs_correction,60
proposed,p-0891,needs_correction,60
proposed,p-0892,needs_correction,60
proposed,p-0893,needs_correction,60
proposed,p-0894,needs_correction,60
proposed,p-0895,needs_correction,60
proposed,p-0896,needs_correction,60
proposed,p-0897,needs_correction,60
proposed,p-0898,needs_correction,60
proposed,p-0899,needs_correction,60
proposed,p-0900,needs_correction,60
proposed,p-0901,needs_correction,60
proposed,p-0902,needs_correction,60
proposed,p-0903,needs_correction,60
proposed,p-0904,needs_correction,60
proposed,p-0905,needs_correction,60
proposed,p-0906,needs_correction,60
proposed,p-0907,needs_correction,60
proposed,p-0908,needs_correction,60
proposed,p-0909,needs_correction,60
proposed,p-0910,needs_correction,60
proposed,p-0911,needs_correction,60
proposed,p-0912,needs_correction,60
proposed,p-0913,needs_correction,60
proposed,p-0914,needs_correction,60
proposed,p-0915,needs_correction,60
proposed,p-0916,needs_correction,60
proposed,p-0917,needs_correction,60
proposed,p-0918,needs_correction,60
proposed,p-0919,needs_correction,60
proposed,p-0920,needs_correction,60
proposed,p-0921,needs_correction,60
proposed,p-0922,needs_correction,60
proposed,p-0923,needs_correction,60
proposed,p-0924,needs_correction,60
proposed,p-0925,needs_correction,60
proposed,p-0926,needs_correction,60
proposed,p-0927,needs_correction,60
proposed,p-0928,needs_correction,60
proposed,p-0929,needs_correction,60
proposed,p-0930,needs_correction,60
proposed,p-0931,needs_escalation,180
proposed,p-0932,needs_escalation,180
proposed,p-0933,needs_escalation,180
proposed,p-0934,needs_escalation,180
proposed,p-0935,needs_escalation,180
proposed,p-0936,needs_escalation,180
proposed,p-0937,needs_escalation,180
proposed,p-0938,needs_escalation,180
proposed,p-0939,needs_escalation,180
proposed,p-0940,needs_escalation,180
proposed,p-0941,needs_escalation,180
proposed,p-0942,needs_escalation,180
proposed,p-0943,needs_escalation,180
proposed,p-0944,needs_escalation,180
proposed,p-0945,needs_escalation,180
proposed,p-0946,needs_escalation,180
proposed,p-0947,needs_escalation,180
proposed,p-0948,needs_escalation,180
proposed,p-0949,needs_escalation,180
proposed,p-0950,needs_escalation,180
proposed,p-0951,needs_escalation,180
proposed,p-0952,needs_escalation,180
proposed,p-0953,needs_escalation,180
proposed,p-0954,needs_escalation,180
proposed,p-0955,needs_escalation,180
proposed,p-0956,needs_escalation,180
proposed,p-0957,needs_escalation,180
proposed,p-0958,needs_escalation,180
proposed,p-0959,needs_escalation,180
proposed,p-0960,needs_escalation,180
proposed,p-0961,needs_escalation,180
proposed,p-0962,needs_escalation,180
proposed,p-0963,needs_escalation,180
proposed,p-0964,needs_escalation,180
proposed,p-0965,needs_escalation,180
proposed,p-0966,needs_escalation,180
proposed,p-0967,needs_escalation,180
proposed,p-0968,needs_escalation,180
proposed,p-0969,needs_escalation,180
proposed,p-0970,needs_escalation,180
proposed,p-0971,needs_escalation,180
proposed,p-0972,needs_escalation,180
proposed,p-0973,needs_escalation,180
proposed,p-0974,needs_escalation,180
proposed,p-0975,needs_escalation,180
proposed,p-0976,needs_escalation,180
proposed,p-0977,needs_escalation,180
proposed,p-0978,needs_escalation,180
proposed,p-0979,needs_escalation,180
proposed,p-0980,needs_escalation,180
proposed,p-0981,needs_escalation,180
proposed,p-0982,needs_escalation,180
proposed,p-0983,needs_escalation,180
proposed,p-0984,needs_escalation,180
proposed,p-0985,needs_escalation,180
proposed,p-0986,needs_escalation,180
proposed,p-0987,needs_escalation,180
proposed,p-0988,needs_escalation,180
proposed,p-0989,needs_escalation,180
proposed,p-0990,needs_escalation,180
proposed,p-0991,needs_escalation,180
proposed,p-0992,needs_escalation,180
proposed,p-0993,needs_escalation,180
proposed,p-0994,needs_escalation,180
proposed,p-0995,needs_escalation,180
proposed,p-0996,needs_escalation,180
proposed,p-0997,needs_escalation,180
proposed,p-0998,needs_escalation,180
proposed,p-0999,needs_escalation,180
proposed,p-1000,needs_escalation,180
